tradingsymbol,amc,name,purchase_allowed,redemption_allowed,minimum_purchase_amount,purchase_amount_multiplier,minimum_additional_purchase_amount,minimum_redemption_quantity,redemption_quantity_multiplier,dividend_type,scheme_type,plan,settlement_type,last_price,last_price_date
INF769K01DK3,MIRAEASSET,Mirae Asset Tax Saver Fund,0,1,500.0,500.0,500.0,0.001,0.001,growth,Equity,regular,T3,25.766,2021-04-08
INF769K01DL1,MIRAEASSET,Mirae Asset Tax Saver Fund,0,1,500.0,500.0,500.0,0.001,0.001,payout,Equity,regular,T3,19.055,2021-04-08
INF769K01DM9,MIRAEASSET,Mirae Asset Tax Saver Fund - Direct Plan,1,1,500.0,500.0,500.0,0.001,0.001,growth,Equity,direct,T3,27.823,2021-04-08
INF769K01DN7,MIRAEASSET,Mirae Asset Tax Saver Fund - Direct Plan,1,1,500.0,500.0,500.0,0.001,0.001,payout,Equity,direct,T3,21.424,2021-04-08
INF740K01797,DSP_MF,DSP Small Cap Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T3,81.67,2021-04-08
INF740K01805,DSP_MF,DSP Small Cap Fund,0,1,500.0,1.0,500.0,0.001,0.001,payout,Equity,regular,T3,35.079,2021-04-08
INF740K01AM6,DSP_MF,DSP Small Cap Fund,0,1,500.0,1.0,500.0,0.001,0.001,reinvest,Equity,regular,T3,35.079,2021-04-08
INF740K01QD1,DSP_MF,DSP Small Cap Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,direct,T3,86.405,2021-04-08
INF740K01QE9,DSP_MF,DSP Small Cap Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,payout,Equity,direct,T3,37.137,2021-04-08
INF740K01318,DSP_MF,DSP Equity & Bond Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Hybrid,regular,T3,204.889,2021-04-08
INF740K01326,DSP_MF,DSP Equity & Bond Fund,0,1,500.0,1.0,500.0,0.001,0.001,payout,Hybrid,regular,T3,24.936,2021-04-08
INF740K01334,DSP_MF,DSP Equity & Bond Fund,0,1,500.0,1.0,500.0,0.001,0.001,reinvest,Hybrid,regular,T3,24.936,2021-04-08
INF740K01NY4,DSP_MF,DSP Equity & Bond Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Hybrid,direct,T3,220.383,2021-04-08
INF740K01NZ1,DSP_MF,DSP Equity & Bond Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,payout,Hybrid,direct,T3,48.141,2021-04-08
INF917K01239,L&TMUTUALFUND_MF,L&T Midcap Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,49.75,2021-04-08
INF917K01247,L&TMUTUALFUND_MF,L&T Midcap Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,reinvest,Equity,regular,T3,49.75,2021-04-08
INF917K01254,L&TMUTUALFUND_MF,L&T Midcap Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,177.88,2021-04-08
INF917K01FZ1,L&TMUTUALFUND_MF,L&T Midcap Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,191.85,2021-04-08
INF903J01173,SUNDARAMMUTUALFUND_MF,Sundaram Mid Cap Fund,0,1,100.0,1.0,100.0,0.001,0.001,growth,Equity,regular,T3,586.9049,2021-04-08
INF903J01181,SUNDARAMMUTUALFUND_MF,Sundaram Mid Cap Fund,0,1,100.0,1.0,100.0,0.001,0.001,payout,Equity,regular,T3,38.9655,2021-04-08
INF903J01199,SUNDARAMMUTUALFUND_MF,Sundaram Mid Cap Fund,0,1,100.0,1.0,100.0,0.001,0.001,reinvest,Equity,regular,T3,38.9655,2021-04-08
INF903J01207,SUNDARAMMUTUALFUND_MF,Sundaram Mid Cap Fund - Institutional Plan,0,1,100.0,1.0,100.0,0.001,0.001,growth,Equity,regular,T3,630.6503,2021-04-08
INF903J01215,SUNDARAMMUTUALFUND_MF,Sundaram Mid Cap Fund - Institutional Plan,0,1,100.0,1.0,100.0,0.001,0.001,payout,Equity,regular,T3,35.8544,2021-04-08
INF903J01MH7,SUNDARAMMUTUALFUND_MF,Sundaram Mid Cap Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,payout,Equity,direct,T3,41.6017,2021-04-08
INF903J01MJ3,SUNDARAMMUTUALFUND_MF,Sundaram Mid Cap Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Equity,direct,T3,617.861,2021-04-08
INF109K012O3,ICICIPrudentialMutualFund_MF,ICICI Prudential Multicap Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,34.21,2021-04-08
INF109K014O9,ICICIPrudentialMutualFund_MF,ICICI Prudential Multicap Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,390.42,2021-04-08
INF109K01613,ICICIPrudentialMutualFund_MF,ICICI Prudential Multicap Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,362.88,2021-04-08
INF109K01621,ICICIPrudentialMutualFund_MF,ICICI Prudential Multicap Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,reinvest,Equity,regular,T3,22.9,2021-04-08
INF109K01FK7,ICICIPrudentialMutualFund_MF,ICICI Prudential Multicap Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,22.9,2021-04-08
INF194K01FU8,IDFCMUTUALFUND_MF,IDFC Low Duration Fund,0,1,100.0,0.01,100.0,0.001,0.001,growth,Debt,regular,T1,30.2734,2021-04-08
INF194K01FV6,IDFCMUTUALFUND_MF,IDFC Low Duration Fund,0,1,100.0,0.01,100.0,0.001,0.001,reinvest,Debt,regular,T1,10.0998,2021-04-08
INF194K01FZ7,IDFCMUTUALFUND_MF,IDFC Low Duration Fund,0,1,100.0,1.0,100.0,0.001,0.001,payout,Debt,regular,T1,10.124,2021-04-08
INF194K01GB6,IDFCMUTUALFUND_MF,IDFC Low Duration Fund,0,1,100.0,0.01,100.0,0.001,0.001,reinvest,Debt,regular,T1,10.118,2021-04-08
INF194K01I29,IDFCMUTUALFUND_MF,IDFC Low Duration Fund,0,1,100.0,0.01,100.0,0.001,0.001,payout,Debt,regular,T1,10.052,2021-04-08
INF194K01I37,IDFCMUTUALFUND_MF,IDFC Low Duration Fund,0,1,100.0,0.01,100.0,0.001,0.001,reinvest,Debt,regular,T1,10.052,2021-04-08
INF194K01J77,IDFCMUTUALFUND_MF,IDFC Low Duration Fund - Direct Plan,1,1,100.0,0.01,100.0,0.001,0.001,growth,Debt,direct,T1,30.6886,2021-04-08
INF194K01K17,IDFCMUTUALFUND_MF,IDFC Low Duration Fund - Direct Plan,1,1,100.0,0.01,100.0,0.001,0.001,payout,Debt,direct,T1,10.138,2021-04-08
INF194K01K58,IDFCMUTUALFUND_MF,IDFC Low Duration Fund - Direct Plan,1,1,100.0,0.01,100.0,0.001,0.001,payout,Debt,direct,T1,10.7241,2021-04-08
INF194K01K82,IDFCMUTUALFUND_MF,IDFC Low Duration Fund - Direct Plan,1,1,100.0,0.01,100.0,0.001,0.001,payout,Debt,direct,T1,10.0535,2021-04-08
INF194K01UR3,IDFCMUTUALFUND_MF,IDFC Low Duration Fund,0,1,100.0,0.01,100.0,0.001,0.001,payout,Debt,regular,T1,10.7991,2021-04-08
INF090I01155,FRANKLINTEMPLETON,Franklin India Bluechip Fund - Dividend,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,40.5109,2021-04-08
INF090I01163,FRANKLINTEMPLETON,Franklin India Bluechip Fund - Dividend,0,1,5000.0,1.0,1000.0,0.001,0.001,reinvest,Equity,regular,T3,40.5109,2021-04-08
INF090I01171,FRANKLINTEMPLETON,Franklin India Bluechip Fund - Growth,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,601.0898,2021-04-08
INF090I01FN7,FRANKLINTEMPLETON,Franklin India Bluechip Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,643.1551,2021-04-08
INF090I01FO5,FRANKLINTEMPLETON,Franklin India Bluechip Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,44.9281,2021-04-08
INF917K01AF4,L&TMUTUALFUND_MF,L&T Triple Ace Bond Fund - Regular Plan,0,1,10000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,11.6339,2021-04-08
INF917K01AH0,L&TMUTUALFUND_MF,L&T Triple Ace Bond Fund - Regular Plan,0,1,10000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,57.1548,2021-04-08
INF917K01AI8,L&TMUTUALFUND_MF,L&T Triple Ace Bond Fund -  Regular Plan,0,1,10000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,17.1771,2021-04-08
INF917K01AK4,L&TMUTUALFUND_MF,L&T Triple Ace Bond Fund - Regular Plan,0,1,10000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,21.7105,2021-04-08
INF917K01HN3,L&TMUTUALFUND_MF,L&T Triple Ace Bond Fund - Direct Plan,1,1,10000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,60.014,2021-04-08
INF917K01HP8,L&TMUTUALFUND_MF,L&T Triple Ace Bond Fund - Direct Plan,1,1,10000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,11.9506,2021-04-08
INF917K01HR4,L&TMUTUALFUND_MF,L&T Triple Ace Bond Fund - Direct Plan,1,1,10000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,20.0832,2021-04-08
INF917K01VZ8,L&TMUTUALFUND_MF,L&T Triple Ace Bond Fund - Direct Plan,1,1,10000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,11.98,2021-04-08
INF917K01WB7,L&TMUTUALFUND_MF,L&T Triple Ace Bond Fund - Regular Plan,0,1,10000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,11.903,2021-04-08
INF846K01F40,AXISMUTUALFUND_MF,Axis Ultra Short Term Fund - Direct Plan,1,1,5000.0,1.0,100.0,0.001,0.001,growth,Debt,direct,T1,11.9774,2021-04-08
INF846K01F73,AXISMUTUALFUND_MF,Axis Ultra Short Term Fund - Direct Plan,1,1,5000.0,1.0,100.0,0.001,0.001,payout,Debt,direct,T1,10.0546,2021-04-08
INF846K01F99,AXISMUTUALFUND_MF,Axis Ultra Short Term Fund - Direct Plan,1,1,5000.0,1.0,100.0,0.001,0.001,payout,Debt,direct,T1,10.0577,2021-04-08
INF846K01G15,AXISMUTUALFUND_MF,Axis Ultra Short Term Fund - Direct Plan,1,1,5000.0,1.0,100.0,0.001,0.001,payout,Debt,direct,T1,11.9808,2021-04-08
INF846K01G23,AXISMUTUALFUND_MF,Axis Ultra Short Term Fund,0,1,5000.0,1.0,100.0,0.001,0.001,growth,Debt,regular,T1,11.7057,2021-04-08
INF846K01G56,AXISMUTUALFUND_MF,Axis Ultra Short Term Fund,0,1,5000.0,1.0,100.0,0.001,0.001,payout,Debt,regular,T1,10.0709,2021-04-08
INF846K01G72,AXISMUTUALFUND_MF,Axis Ultra Short Term Fund,0,1,5000.0,1.0,100.0,0.001,0.001,payout,Debt,regular,T1,10.0529,2021-04-08
INF846K01G98,AXISMUTUALFUND_MF,Axis Ultra Short Term Fund,0,1,5000.0,1.0,100.0,0.001,0.001,payout,Debt,regular,T1,11.7055,2021-04-08
INF179K01319,HDFCMutualFund_MF,HDFC Arbitrage Fund - Regular Plan,0,1,5000.0,0.01,5000.0,0.001,0.001,growth,Hybrid,regular,T3,23.424,2021-04-07
INF179K01327,HDFCMutualFund_MF,HDFC Arbitrage Fund - Regular Plan,0,1,5000.0,0.01,5000.0,0.001,0.001,payout,Hybrid,regular,T3,16.641,2021-04-07
INF179K01343,HDFCMutualFund_MF,HDFC Arbitrage Fund - Wholesale Plan,0,1,100000.0,1.0,100000.0,0.001,0.001,growth,Hybrid,regular,T3,23.986,2021-04-07
INF179K01UU8,HDFCMutualFund_MF,HDFC Arbitrage Fund - Direct Plan,0,1,5000.0,0.01,5000.0,0.001,0.001,growth,Hybrid,direct,T3,24.471,2021-04-07
INF179KA1KM1,HDFCMutualFund_MF,HDFC Arbitrage Fund - Wholesale Plan,0,1,100000.0,1.0,100000.0,0.001,0.001,payout,Hybrid,regular,T3,10.513,2021-04-07
INF179KA1KO7,HDFCMutualFund_MF,HDFC Arbitrage Fund - Wholesale Plan,0,1,100000.0,1.0,100000.0,0.001,0.001,payout,Hybrid,regular,T3,10.902,2021-04-07
INF179KA1KQ2,HDFCMutualFund_MF,HDFC Arbitrage Fund - Wholesale Plan - Direct Plan,1,1,100000.0,0.01,100000.0,0.001,0.001,payout,Hybrid,direct,T3,10.85,2021-04-07
INF179KA1KS8,HDFCMutualFund_MF,HDFC Arbitrage Fund - Wholesale Plan - Direct Plan,1,1,100000.0,0.01,100000.0,0.001,0.001,payout,Hybrid,direct,T3,10.56,2021-04-07
INF179KA1KT6,HDFCMutualFund_MF,HDFC Arbitrage Fund - Wholesale Plan - Direct Plan,1,1,100000.0,0.01,100000.0,0.001,0.001,growth,Hybrid,direct,T3,15.438,2021-04-07
INF740K01078,DSP_MF,DSP Equity Opportunities Fund,0,1,500.0,1.0,500.0,0.001,0.001,payout,Equity,regular,T3,27.321,2021-04-08
INF740K01086,DSP_MF,DSP Equity Opportunities Fund,0,1,500.0,1.0,500.0,0.001,0.001,reinvest,Equity,regular,T3,27.321,2021-04-08
INF740K01094,DSP_MF,DSP Equity Opportunities Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T3,299.896,2021-04-08
INF740K01PL6,DSP_MF,DSP Equity Opportunities Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,direct,T3,321.34,2021-04-08
INF740K01PM4,DSP_MF,DSP Equity Opportunities Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,payout,Equity,direct,T3,74.517,2021-04-08
INF917K01PZ0,L&TMUTUALFUND_MF,L&T Emerging Businesses Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,24.551,2021-04-08
INF917K01QA1,L&TMUTUALFUND_MF,L&T Emerging Businesses Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,33.257,2021-04-08
INF917K01QB9,L&TMUTUALFUND_MF,L&T Emerging Businesses Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,22.725,2021-04-08
INF917K01QC7,L&TMUTUALFUND_MF,L&T Emerging Businesses Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,31.295,2021-04-08
INF209K01256,BirlaSunLifeMutualFund_MF,Aditya Birla Sun Life Arbitrage Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T3,10.9926,2021-04-08
INF209K01264,BirlaSunLifeMutualFund_MF,Aditya Birla Sun Life Arbitrage Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,regular,T3,20.8301,2021-04-08
INF209K01P80,BirlaSunLifeMutualFund_MF,Aditya Birla Sun Life Arbitrage Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,11.1502,2021-04-08
INF209K01VP1,BirlaSunLifeMutualFund_MF,Aditya Birla Sun Life Arbitrage Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,direct,T3,21.8005,2021-04-08
INF109K012E4,ICICIPrudentialMutualFund_MF,ICICI Prudential All Seasons Bond Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,11.3082,2021-04-08
INF109K014E0,ICICIPrudentialMutualFund_MF,ICICI Prudential All Seasons Bond Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,20.5184,2021-04-08
INF109K016E5,ICICIPrudentialMutualFund_MF,ICICI Prudential All Seasons Bond Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,29.4035,2021-04-08
INF109K01712,ICICIPrudentialMutualFund_MF,ICICI Prudential All Seasons Bond Fund - Retail Plan.,0,1,5000.0,1.0,1.0,0.001,0.001,growth,Debt,regular,T1,49.3216,2020-04-24
INF109K017E3,ICICIPrudentialMutualFund_MF,ICICI Prudential All Seasons Bond Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,11.7161,2021-04-08
INF109K019E9,ICICIPrudentialMutualFund_MF,ICICI Prudential All Seasons Bond Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,10.5897,2021-04-08
INF109K01GE8,ICICIPrudentialMutualFund_MF,ICICI Prudential All Seasons Bond Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,11.4468,2021-04-08
INF109K01GG3,ICICIPrudentialMutualFund_MF,ICICI Prudential All Seasons Bond Fund - Retail Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,11.6831,2020-04-24
INF109K01GK5,ICICIPrudentialMutualFund_MF,ICICI Prudential All Seasons Bond Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,18.91,2021-04-08
INF109K01GL3,ICICIPrudentialMutualFund_MF,ICICI Prudential All Seasons Bond Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,reinvest,Debt,regular,T1,18.91,2021-04-08
INF109K01GN9,ICICIPrudentialMutualFund_MF,ICICI Prudential All Seasons Bond Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,28.0802,2021-04-08
INF109K01GO7,ICICIPrudentialMutualFund_MF,ICICI Prudential All Seasons Bond Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,11.3026,2021-04-08
INF109KA1H28,ICICIPrudentialMutualFund_MF,ICICI Prudential All Seasons Bond Fund - Direct Plan,0,1,5000.0,1.0,5000.0,0.001,0.001,growth,Debt,direct,T1,17.8505,2020-04-24
INF917K01KZ1,L&TMUTUALFUND_MF,L&T Hybrid Equity Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T3,23.305,2021-04-08
INF917K01LA2,L&TMUTUALFUND_MF,L&T Hybrid Equity Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,reinvest,Hybrid,regular,T3,23.305,2021-04-08
INF917K01LB0,L&TMUTUALFUND_MF,L&T Hybrid Equity Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,regular,T3,32.796,2021-04-08
INF917K01LD6,L&TMUTUALFUND_MF,L&T Hybrid Equity Fund - Direct Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,reinvest,Hybrid,direct,T3,26.371,2021-04-08
INF917K01LE4,L&TMUTUALFUND_MF,L&T Hybrid Equity Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,direct,T3,35.658,2021-04-08
INF917K01TV1,L&TMUTUALFUND_MF,L&T Hybrid Equity Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,reinvest,Hybrid,regular,T3,14.443,2021-04-08
INF917K01TW9,L&TMUTUALFUND_MF,L&T Hybrid Equity Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T3,14.443,2021-04-08
INF917K01TY5,L&TMUTUALFUND_MF,L&T Hybrid Equity Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,15.434,2021-04-08
INF789F01AE0,UTIMUTUALFUND_MF,UTI Value Opportunities Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,24.4134,2021-04-08
INF789F01AG5,UTIMUTUALFUND_MF,UTI Value Opportunities Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,83.7721,2021-04-08
INF789F01UZ3,UTIMUTUALFUND_MF,UTI Value Opportunities Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,29.0054,2021-04-08
INF789F01VB2,UTIMUTUALFUND_MF,UTI Value Opportunities Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,88.9373,2021-04-08
INF205K01HG7,INVESCOMUTUALFUND_MF,Invesco India Liquid Fund - Retail Plan,0,0,1000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,2546.6598,2021-04-08
INF205K01HM5,INVESCOMUTUALFUND_MF,Invesco India Liquid Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,2812.1736,2021-04-08
INF205K01HQ6,INVESCOMUTUALFUND_MF,Invesco India Liquid Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,1003.7668,2021-04-08
INF205K01MF9,INVESCOMUTUALFUND_MF,Invesco India Liquid Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,2828.0538,2021-04-08
INF205K01MG7,INVESCOMUTUALFUND_MF,Invesco India Liquid Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,1053.1441,2021-04-08
INF205K01UX5,INVESCOMUTUALFUND_MF,Invesco India Liquid Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,2813.7093,2021-04-08
INF090I01304,FRANKLINTEMPLETON,Franklin India Short Term Income Plan,0,0,5000.0,1.0,5000.0,0.001,0.001,growth,Debt,regular,T1,4013.7346,2021-04-08
INF090I01312,FRANKLINTEMPLETON,Franklin India Short Term Income Plan,0,0,5000.0,1.0,5000.0,0.001,0.001,payout,Debt,regular,T1,1165.1486,2021-04-08
INF090I01338,FRANKLINTEMPLETON,Franklin India Short Term Income Plan,0,0,5000.0,1.0,5000.0,0.001,0.001,payout,Debt,regular,T1,1120.0024,2021-04-08
INF090I01361,FRANKLINTEMPLETON,Franklin India Short Term Income Plan - Institutional Plan,0,0,10000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,3324.3588,2021-04-08
INF090I01387,FRANKLINTEMPLETON,Franklin India Short Term Income Plan - Institutional Plan,0,0,10000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,1303.1356,2018-04-26
INF090I01GK1,FRANKLINTEMPLETON,Franklin India Short Term Income Plan - Direct Plan,0,0,5000.0,1.0,5000.0,0.001,0.001,growth,Debt,direct,T1,4273.2497,2021-04-08
INF090I01GL9,FRANKLINTEMPLETON,Franklin India Short Term Income Plan - Direct Plan,0,0,5000.0,1.0,5000.0,0.001,0.001,payout,Debt,direct,T1,1262.3837,2021-04-08
INF090I01GN5,FRANKLINTEMPLETON,Franklin India Short Term Income Plan - Direct Plan,0,0,5000.0,1.0,5000.0,0.001,0.001,payout,Debt,direct,T1,1211.8245,2021-04-08
INF090I01CG8,FRANKLINTEMPLETON,Franklin India Ultra Short Bond Fund - Institutional Plan,0,0,10000000.0,1.0,100000.0,0.001,0.001,growth,Debt,regular,T1,28.8119,2021-04-08
INF090I01CI4,FRANKLINTEMPLETON,Franklin India Ultra Short Bond Fund - Retail Plan,0,0,10000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,10.6769,2021-04-08
INF090I01CK0,FRANKLINTEMPLETON,Franklin India Ultra Short Bond Fund - Retail Plan,0,0,10000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,28.0873,2021-04-08
INF090I01CN4,FRANKLINTEMPLETON,Franklin India Ultra Short Bond Fund - Super Institutional,0,0,10000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,29.7822,2021-04-08
INF090I01JA6,FRANKLINTEMPLETON,Franklin India Ultra Short Bond Fund - Super Institutional - Direct Plan,0,0,10000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,29.9671,2021-04-08
INF194K01391,IDFCMUTUALFUND_MF,IDFC Flexi Cap Fund,0,1,10000.0,0.01,1000.0,0.001,0.001,growth,Equity - Flexi Cap,regular,T3,113.3,2021-04-08
INF194K01409,IDFCMUTUALFUND_MF,IDFC Flexi Cap Fund,0,1,10000.0,0.01,1000.0,0.001,0.001,payout,Equity - Flexi Cap,regular,T3,36.59,2021-04-08
INF194K01W62,IDFCMUTUALFUND_MF,IDFC Flexi Cap Fund - Direct Plan,1,1,10000.0,0.01,1000.0,0.001,0.001,growth,Equity - Flexi Cap,direct,T3,120.16,2021-04-08
INF194K01W70,IDFCMUTUALFUND_MF,IDFC Flexi Cap Fund - Direct Plan,1,1,10000.0,0.01,1000.0,0.001,0.001,payout,Equity - Flexi Cap,direct,T3,38.68,2021-04-08
INF769K01ER6,MIRAEASSET,Mirae Asset Focused Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,15.927,2021-04-08
INF769K01ES4,MIRAEASSET,Mirae Asset Focused Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,15.925,2021-04-08
INF769K01ET2,MIRAEASSET,Mirae Asset Focused Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,16.426,2021-04-08
INF769K01EU0,MIRAEASSET,Mirae Asset Focused Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,16.429,2021-04-08
INF769K01EW6,MIRAEASSET,Mirae Asset Focused Fund - Direct Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,reinvest,Equity,direct,T3,16.426,2021-04-08
INF174K01187,KOTAKMAHINDRAMF,Kotak Equity Opportunities Fund - Regular Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,growth,Equity,regular,T3,167.024,2021-04-08
INF174K01203,KOTAKMAHINDRAMF,Kotak Equity Opportunities Fund - Regular Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,payout,Equity,regular,T3,29.139,2021-04-08
INF174K01LF9,KOTAKMAHINDRAMF,Kotak Equity Opportunities Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,182.477,2021-04-08
INF174K01LG7,KOTAKMAHINDRAMF,Kotak Equity Opportunities Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,32.2,2021-04-08
INF677K01AE7,L&TMUTUALFUND_MF,L&T Banking & PSU Debt Fund - Regular Plan,0,1,10000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,19.4313,2021-04-08
INF677K01AI8,L&TMUTUALFUND_MF,L&T Banking & PSU Debt Fund - Regular Plan,0,1,10000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,11.3033,2021-04-08
INF917K01HH5,L&TMUTUALFUND_MF,L&T Banking & PSU Debt Fund - Direct Plan,1,1,10000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,20.1415,2021-04-08
INF917K01HJ1,L&TMUTUALFUND_MF,L&T Banking & PSU Debt Fund - Direct Plan,1,1,10000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,11.7162,2021-04-08
INF917K01HM5,L&TMUTUALFUND_MF,L&T Banking & PSU Debt Fund - Regular Plan,0,1,10000.0,1.0,1000.0,0.001,0.001,reinvest,Debt,regular,T1,10.8081,2021-04-08
