tradingsymbol,amc,name,purchase_allowed,redemption_allowed,minimum_purchase_amount,purchase_amount_multiplier,minimum_additional_purchase_amount,minimum_redemption_quantity,redemption_quantity_multiplier,dividend_type,scheme_type,plan,settlement_type,last_price,last_price_date
INF109KC1O58,ICICIPrudentialMutualFund_MF,ICICI Prudential Quant Fund,0,1,1000.0,1.0,500.0,0.001,0.001,payout,Equity,regular,T3,11.84,2021-04-08
INF109KC1O66,ICICIPrudentialMutualFund_MF,ICICI Prudential Quant Fund - Direct Plan,1,1,1000.0,1.0,500.0,0.001,0.001,growth,Equity,direct,T3,11.87,2021-04-08
INF109KC1O82,ICICIPrudentialMutualFund_MF,ICICI Prudential Quant Fund - Direct Plan,1,1,1000.0,1.0,500.0,0.001,0.001,payout,Equity,direct,T3,11.87,2021-04-08
INF194K01581,IDFCMUTUALFUND_MF,IDFC Equity Savings Fund,0,1,5000.0,0.01,1000.0,0.001,0.001,growth,Hybrid,regular,T3,23.14,2021-04-08
INF194K01599,IDFCMUTUALFUND_MF,IDFC Equity Savings Fund,0,1,5000.0,0.01,1000.0,0.001,0.001,payout,Hybrid,regular,T3,13.57,2021-04-08
INF194K01Z02,IDFCMUTUALFUND_MF,IDFC Equity Savings Fund - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,growth,Hybrid,direct,T3,24.61,2021-04-08
INF194K01Z10,IDFCMUTUALFUND_MF,IDFC Equity Savings Fund - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,payout,Hybrid,direct,T3,14.41,2021-04-08
INF194KA1XX2,IDFCMUTUALFUND_MF,IDFC Equity Savings Fund,0,1,5000.0,0.01,1000.0,0.001,0.001,payout,Hybrid,regular,T3,11.7,2021-04-08
INF194KA1YA8,IDFCMUTUALFUND_MF,IDFC Equity Savings Fund - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,payout,Hybrid,direct,T3,12.39,2021-04-08
INF044D01823,TAURUSMUTUALFUND_MF,Taurus Ethical Fund,0,1,5000.0,1.0,1.0,0.001,1.0,growth,Equity,regular,T3,73.31,2021-04-08
INF044D01831,TAURUSMUTUALFUND_MF,Taurus Ethical Fund,0,1,5000.0,1.0,1000.0,0.001,1.0,payout,Equity,regular,T3,49.57,2021-04-08
INF044D01864,TAURUSMUTUALFUND_MF,Taurus Ethical Fund,0,1,5000.0,1.0,1000.0,0.001,1.0,growth,Equity,regular,T3,73.33,2021-04-08
INF044D01CJ0,TAURUSMUTUALFUND_MF,Taurus Ethical Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,1.0,growth,Equity,direct,T3,78.54,2021-04-08
INF044D01CK8,TAURUSMUTUALFUND_MF,Taurus Ethical Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,1.0,payout,Equity,direct,T3,52.72,2021-04-08
INF277K01758,TATAMutualFund_MF,Tata Index Sensex Fund - Regular Plan,0,1,5000.0,1.0,1000.0,50.0,0.001,growth,Index Funds,regular,T3,122.1798,2021-04-08
INF277K01PK1,TATAMutualFund_MF,Tata Index Sensex Fund - Direct Plan,1,1,5000.0,1.0,1000.0,50.0,0.001,growth,Index Funds,direct,T3,127.6102,2021-04-08
INF192K01643,JM FINANCIAL MUTUAL FUND_MF,JM Tax Gain Fund,0,1,500.0,500.0,500.0,0.001,0.001,payout,Equity,regular,T3,23.5355,2021-04-08
INF192K01650,JM FINANCIAL MUTUAL FUND_MF,JM Tax Gain Fund,0,1,500.0,500.0,500.0,0.001,0.001,growth,Equity,regular,T3,23.5358,2021-04-08
INF192K01CD5,JM FINANCIAL MUTUAL FUND_MF,JM Tax Gain Fund - Direct Plan,1,1,500.0,500.0,500.0,0.001,0.001,payout,Equity,direct,T3,25.0928,2021-04-08
INF192K01CE3,JM FINANCIAL MUTUAL FUND_MF,JM Tax Gain Fund - Direct Plan,1,1,500.0,500.0,500.0,0.001,0.001,growth,Equity,direct,T3,25.7271,2021-04-08
INF336L01IK8,HSBCMUTUALFUND_MF,HSBC Managed Solutions India - Conservative,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Fund of Funds,regular,T4,16.7666,2021-04-07
INF336L01IM4,HSBCMUTUALFUND_MF,HSBC Managed Solutions India - Conservative,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Fund of Funds,regular,T4,16.7666,2021-04-07
INF336L01IP7,HSBCMUTUALFUND_MF,HSBC Managed Solutions India - Conservative - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Fund of Funds,direct,T4,17.2275,2021-04-07
INF959L01CN4,ESSELMUTUALFUND_MF,Essel Liquid Fund -  Unclaimed Redemption and Dividend Plan < 3 Years,0,1,1000.0,1.0,100.0,0.001,0.001,growth,Debt,direct,T1,2238.9926,2021-04-08
INF959L01CO2,ESSELMUTUALFUND_MF,Essel Liquid Fund - Unclaimed Redemption and Dividend Plan > 3 Years,0,1,1000.0,1.0,100.0,0.001,0.001,growth,Debt,direct,T1,1000.0,2021-04-08
INF223J01986,PGIMINDIAMUTUALFUND_MF,PGIM India Low Duration Fund - Institutional Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,9.7277,2021-04-08
INF663L01HE0,PGIMINDIAMUTUALFUND_MF,PGIM India Low Duration Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,24.5577,2021-04-08
INF663L01HG5,PGIMINDIAMUTUALFUND_MF,PGIM India Low Duration Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,9.4079,2021-04-08
INF663L01HK7,PGIMINDIAMUTUALFUND_MF,PGIM India Low Duration Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,10.0709,2021-04-08
INF663L01HR2,PGIMINDIAMUTUALFUND_MF,PGIM India Low Duration Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,10.0418,2021-04-08
INF663L01HV4,PGIMINDIAMUTUALFUND_MF,PGIM India Low Duration Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,23.3448,2021-04-08
INF663L01IE8,PGIMINDIAMUTUALFUND_MF,PGIM India Low Duration Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,9.1689,2021-04-08
INF663L01JN7,PGIMINDIAMUTUALFUND_MF,PGIM India Low Duration Fund - Institutional Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,21.0797,2021-04-08
INF174V01630,MAHINDRA MANULIFE MUTUAL FUND_MF,Mahindra Manulife Rural Bharat & Consumption Yojana,0,1,1000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,11.8499,2021-04-08
INF174V01655,MAHINDRA MANULIFE MUTUAL FUND_MF,Mahindra Manulife Rural Bharat & Consumption Yojana,0,1,1000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,11.8498,2021-04-08
INF174V01663,MAHINDRA MANULIFE MUTUAL FUND_MF,Mahindra Manulife Rural Bharat & Consumption Yojana - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,12.3756,2021-04-08
INF174V01689,MAHINDRA MANULIFE MUTUAL FUND_MF,Mahindra Manulife Rural Bharat & Consumption Yojana - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,12.3752,2021-04-08
INF397L01166,IDBIMUTUALFUND_MF,IDBI Nifty Junior Index Fund,0,1,5000.0,1.0,1000.0,100.0,0.001,payout,Index Funds,regular,T3,26.3245,2021-04-08
INF397L01174,IDBIMUTUALFUND_MF,IDBI Nifty Junior Index Fund,0,1,5000.0,1.0,1000.0,100.0,0.001,growth,Index Funds,regular,T3,26.3245,2021-04-08
INF397L01AW2,IDBIMUTUALFUND_MF,IDBI Nifty Junior Index Fund - Direct Plan,1,1,5000.0,1.0,1000.0,100.0,0.001,growth,Index Funds,direct,T3,28.1712,2021-04-08
INF397L01AY8,IDBIMUTUALFUND_MF,IDBI Nifty Junior Index Fund - Direct Plan,1,1,5000.0,1.0,1000.0,100.0,0.001,payout,Index Funds,direct,T3,28.1712,2021-04-08
INF00XX01416,ITI MUTUAL FUND_MF,ITI Arbitrage Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,regular,T3,10.5044,2021-04-08
INF00XX01424,ITI MUTUAL FUND_MF,ITI Arbitrage Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T3,10.5044,2021-04-08
INF00XX01440,ITI MUTUAL FUND_MF,ITI Arbitrage Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,direct,T3,10.6296,2021-04-08
INF00XX01457,ITI MUTUAL FUND_MF,ITI Arbitrage Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,10.6296,2021-04-08
INF192K01551,JM FINANCIAL MUTUAL FUND_MF,JM Core 11 Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,10.1642,2021-04-08
INF192K01577,JM FINANCIAL MUTUAL FUND_MF,JM Core 11 Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,10.1646,2021-04-08
INF192K01BU1,JM FINANCIAL MUTUAL FUND_MF,JM Core 11 Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,11.0739,2021-04-08
INF192K01BW7,JM FINANCIAL MUTUAL FUND_MF,JM Core 11 Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,11.2996,2021-04-08
INF663L01FZ9,PGIMINDIAMUTUALFUND_MF,PGIM India Credit Risk Fund,0,0,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T2,11.8834,2021-03-05
INF663L01GB8,PGIMINDIAMUTUALFUND_MF,PGIM India Credit Risk Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T2,15.8182,2021-04-08
INF663L01GC6,PGIMINDIAMUTUALFUND_MF,PGIM India Credit Risk Fund - Direct Plan,0,0,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T2,10.1835,2021-03-05
INF663L01GE2,PGIMINDIAMUTUALFUND_MF,PGIM India Credit Risk Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T2,10.7052,2021-04-08
INF663L01GG7,PGIMINDIAMUTUALFUND_MF,PGIM India Credit Risk Fund - Direct Plan,0,0,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T2,12.5834,2021-03-05
INF663L01GK9,PGIMINDIAMUTUALFUND_MF,PGIM India Credit Risk Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T2,14.7771,2021-04-08
INF663L01GL7,PGIMINDIAMUTUALFUND_MF,PGIM India Credit Risk Fund,0,0,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T2,9.9385,2021-03-05
INF663L01GN3,PGIMINDIAMUTUALFUND_MF,PGIM India Credit Risk Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T2,10.375,2021-04-08
INF03VN01365,YESMUTUALFUND_MF,YES Overnight Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Debt,direct,T1,1059.8141,2021-04-08
INF03VN01373,YESMUTUALFUND_MF,YES Overnight Fund - Direct Plan,1,1,2000.0,1.0,2000.0,0.001,0.001,payout,Debt,direct,T1,1002.9606,2021-04-08
INF03VN01456,YESMUTUALFUND_MF,YES Overnight Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Debt,regular,T1,1058.7758,2021-04-08
INF223J01DT4,PGIMINDIAMUTUALFUND_MF,PGIM India Short Maturity Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,35.4243,2021-04-08
INF223J01DU2,PGIMINDIAMUTUALFUND_MF,PGIM India Short Maturity Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,11.9043,2021-04-08
INF223J01KB7,PGIMINDIAMUTUALFUND_MF,PGIM India Short Maturity Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,10.1691,2021-04-08
INF223J01KD3,PGIMINDIAMUTUALFUND_MF,PGIM India Short Maturity Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,10.0598,2019-04-16
INF223J01OT1,PGIMINDIAMUTUALFUND_MF,PGIM India Short Maturity Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,10.1326,2017-12-26
INF223J01OW5,PGIMINDIAMUTUALFUND_MF,PGIM India Short Maturity Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,37.9552,2021-04-08
INF223J01OX3,PGIMINDIAMUTUALFUND_MF,PGIM India Short Maturity Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,12.4765,2021-04-08
INF223J01PB6,PGIMINDIAMUTUALFUND_MF,PGIM India Short Maturity Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,10.8066,2021-04-08
INF223J01WH9,PGIMINDIAMUTUALFUND_MF,PGIM India Short Maturity Fund,0,1,1.0,1.0,1.0,0.001,0.001,growth,Debt,regular,T1,14.3131,2021-04-08
INF223J01XB0,PGIMINDIAMUTUALFUND_MF,PGIM India Short Maturity Fund,0,1,1.0,1.0,1.0,0.001,0.001,growth,Debt,regular,T1,23.6161,2021-04-08
INF740K010J2,DSP_MF,DSP 10Y G-Sec Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,payout,Debt,direct,T1,10.5685,2021-04-08
INF740K012I0,DSP_MF,DSP 10Y G-Sec Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Debt,regular,T1,17.6174,2021-04-08
INF740K012J8,DSP_MF,DSP 10Y G-Sec Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,payout,Debt,direct,T1,10.4291,2021-04-08
INF740K013I8,DSP_MF,DSP 10Y G-Sec Fund,0,1,500.0,1.0,500.0,0.001,0.001,payout,Debt,regular,T1,10.45,2021-04-08
INF740K014J4,DSP_MF,DSP 10Y G-Sec Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,payout,Debt,direct,T1,10.8412,2021-04-08
INF740K015I3,DSP_MF,DSP 10Y G-Sec Fund,0,1,500.0,1.0,500.0,0.001,0.001,payout,Debt,regular,T1,10.5896,2021-04-08
INF740K017I9,DSP_MF,DSP 10Y G-Sec Fund,0,1,500.0,1.0,500.0,0.001,0.001,payout,Debt,regular,T1,10.893,2021-04-08
INF740K019I5,DSP_MF,DSP 10Y G-Sec Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Debt,direct,T1,17.8913,2021-04-08
INF205K01FA4,INVESCOMUTUALFUND_MF,Invesco India Gold Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,growth,Fund of Funds,regular,T3,14.1491,2021-04-08
INF205K01FB2,INVESCOMUTUALFUND_MF,Invesco India Gold Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,payout,Fund of Funds,regular,T3,14.1509,2021-04-08
INF205K01FC0,INVESCOMUTUALFUND_MF,Invesco India Gold Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,reinvest,Fund of Funds,regular,T3,14.1509,2021-04-08
INF205K01NH3,INVESCOMUTUALFUND_MF,Invesco India Gold Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,payout,Fund of Funds,direct,T3,14.4789,2021-04-08
INF205K01NJ9,INVESCOMUTUALFUND_MF,Invesco India Gold Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,growth,Fund of Funds,direct,T3,14.4997,2021-04-08
INF680P01174,SHRIRAMMUTUALFUND_MF,Shriram Balanced Advantage Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,regular,T3,12.0951,2021-04-08
INF680P01182,SHRIRAMMUTUALFUND_MF,Shriram Balanced Advantage Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T3,12.0957,2021-04-08
INF680P01208,SHRIRAMMUTUALFUND_MF,Shriram Balanced Advantage Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,direct,T3,12.5265,2021-04-08
INF680P01216,SHRIRAMMUTUALFUND_MF,Shriram Balanced Advantage Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,12.5035,2021-04-08
INF761K01199,BHARTIAXAMUTUALFUND_MF,BOI AXA Manufacturing & Infrastructure Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,22.49,2021-04-08
INF761K01215,BHARTIAXAMUTUALFUND_MF,BOI AXA Manufacturing & Infrastructure Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,14.67,2021-04-08
INF761K01231,BHARTIAXAMUTUALFUND_MF,BOI AXA Manufacturing & Infrastructure Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,14.6,2021-04-08
INF761K01694,BHARTIAXAMUTUALFUND_MF,BOI AXA Manufacturing & Infrastructure Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,23.45,2021-04-08
INF761K01702,BHARTIAXAMUTUALFUND_MF,BOI AXA Manufacturing & Infrastructure Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,24.84,2021-04-08
INF761K01728,BHARTIAXAMUTUALFUND_MF,BOI AXA Manufacturing & Infrastructure Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,24.42,2021-04-08
INF397L01992,IDBIMUTUALFUND_MF,IDBI Gold Fund,0,1,5000.0,1.0,1000.0,100.0,0.001,growth,Fund of Funds,regular,T3,12.6085,2021-04-08
INF397L01BU4,IDBIMUTUALFUND_MF,IDBI Gold Fund - Direct Plan,1,1,5000.0,1.0,1000.0,100.0,0.001,growth,Fund of Funds,direct,T3,13.0584,2021-04-08
INF955L01617,BARODAMUTUALFUND_MF,Baroda Large Cap Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,13.84,2021-04-08
INF955L01633,BARODAMUTUALFUND_MF,Baroda Large Cap Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,18.81,2021-04-08
INF955L01AH8,BARODAMUTUALFUND_MF,Baroda Large Cap Fund - Plan B - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,14.88,2021-04-08
INF955L01AJ4,BARODAMUTUALFUND_MF,Baroda Large Cap Fund - Plan B - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,19.94,2021-04-08
INF336L01HY1,HSBCMUTUALFUND_MF,HSBC Managed Solutions India - Growth,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Fund of Funds,regular,T7,22.8515,2021-04-07
INF336L01IA9,HSBCMUTUALFUND_MF,HSBC Managed Solutions India - Growth,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Fund of Funds,regular,T7,22.8515,2021-04-07
INF336L01IB7,HSBCMUTUALFUND_MF,HSBC Managed Solutions India - Growth - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Fund of Funds,direct,T7,23.3212,2021-04-07
INF336L01ID3,HSBCMUTUALFUND_MF,HSBC Managed Solutions India - Growth - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Fund of Funds,direct,T7,23.3212,2021-04-07
INF204KB13Y1,NipponIndiaMutualFund_MF,Nippon India Asset Allocator FoF,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Fund of Funds,regular,T3,10.5243,2021-04-08
INF204KB14Y9,NipponIndiaMutualFund_MF,Nippon India Asset Allocator FoF,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Fund of Funds,regular,T3,10.5243,2021-04-08
INF204KB16Y4,NipponIndiaMutualFund_MF,Nippon India Asset Allocator FoF - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Fund of Funds,direct,T3,10.5422,2021-04-08
INF204KB17Y2,NipponIndiaMutualFund_MF,Nippon India Asset Allocator FoF - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Fund of Funds,direct,T3,10.5422,2021-04-08
INF223J01EZ9,PGIMINDIAMUTUALFUND_MF,PGIM India Equity Savings Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T3,14.6002,2021-04-08
INF223J01FB7,PGIMINDIAMUTUALFUND_MF,PGIM India Equity Savings Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,regular,T3,36.6232,2021-04-08
INF223J01FC5,PGIMINDIAMUTUALFUND_MF,PGIM India Equity Savings Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T3,12.3646,2021-04-08
INF223J01FE1,PGIMINDIAMUTUALFUND_MF,PGIM India Equity Savings Fund,0,0,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T3,12.3639,2021-03-05
INF223J01QA6,PGIMINDIAMUTUALFUND_MF,PGIM India Equity Savings Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,14.8359,2021-04-08
INF223J01QD0,PGIMINDIAMUTUALFUND_MF,PGIM India Equity Savings Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,direct,T3,39.9668,2021-04-08
INF223J01QE8,PGIMINDIAMUTUALFUND_MF,PGIM India Equity Savings Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,12.8567,2021-04-08
INF223J01QG3,PGIMINDIAMUTUALFUND_MF,PGIM India Equity Savings Fund - Direct Plan,0,0,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,12.7923,2021-03-05
INF663L01YM8,PGIMINDIAMUTUALFUND_MF,PGIM India Equity Savings Fund - Direct Plan,0,0,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,12.3735,2021-03-05
INF663L01YO4,PGIMINDIAMUTUALFUND_MF,PGIM India Equity Savings Fund,0,0,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T3,12.1179,2021-03-05
INF663L01YQ9,PGIMINDIAMUTUALFUND_MF,PGIM India Equity Savings Fund - Direct Plan,0,0,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,12.1329,2021-03-05
INF843K01GI3,EDELWEISSMUTUALFUND_MF,Edelweiss Europe Dynamic Equity Offshore Fund - Direct Plan,1,1,5000.0,1.0,500.0,0.001,0.001,growth,Fund of Funds,direct,T5,15.7187,2021-04-07
INF843K01GJ1,EDELWEISSMUTUALFUND_MF,Edelweiss Europe Dynamic Equity Offshore Fund,0,1,5000.0,1.0,500.0,0.001,1.0,growth,Fund of Funds,regular,T5,14.7697,2021-04-07
INF397L01FU5,IDBIMUTUALFUND_MF,IDBI Credit Risk Fund,0,1,5000.0,1.0,1000.0,100.0,0.001,payout,Debt,regular,T1,9.3205,2021-04-08
INF397L01FX9,IDBIMUTUALFUND_MF,IDBI Credit Risk Fund,0,1,5000.0,1.0,1000.0,100.0,0.001,payout,Debt,regular,T1,9.8506,2021-04-08
INF397L01GA5,IDBIMUTUALFUND_MF,IDBI Credit Risk Fund - Direct Plan,1,1,5000.0,1.0,1000.0,100.0,0.001,payout,Debt,direct,T1,9.5452,2021-04-08
INF397L01GD9,IDBIMUTUALFUND_MF,IDBI Credit Risk Fund - Direct Plan,1,1,5000.0,1.0,1000.0,100.0,0.001,payout,Debt,direct,T1,10.7104,2021-04-08
INF397L01GG2,IDBIMUTUALFUND_MF,IDBI Credit Risk Fund - Direct Plan,1,1,5000.0,1.0,1000.0,100.0,0.001,growth,Debt,direct,T1,13.9947,2021-04-08
INF397L01GH0,IDBIMUTUALFUND_MF,IDBI Credit Risk Fund,0,1,5000.0,1.0,1000.0,100.0,0.001,growth,Debt,regular,T1,13.1722,2021-04-08
INF090I01LE4,FRANKLINTEMPLETON,Franklin India Multi-Asset Solution Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Fund of Funds,regular,T4,11.9247,2021-04-08
INF090I01LF1,FRANKLINTEMPLETON,Franklin India Multi-Asset Solution Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Fund of Funds,regular,T4,11.9247,2021-04-08
INF090I01LH7,FRANKLINTEMPLETON,Franklin India Multi-Asset Solution Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Fund of Funds,direct,T4,12.908,2021-04-08
INF090I01LI5,FRANKLINTEMPLETON,Franklin India Multi-Asset Solution Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Fund of Funds,direct,T4,12.908,2021-04-08
INF00XX01192,ITI MUTUAL FUND_MF,ITI Liquid Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,1078.3719,2021-04-08
INF00XX01267,ITI MUTUAL FUND_MF,ITI Liquid Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,1002.0621,2021-04-08
INF00XX01275,ITI MUTUAL FUND_MF,ITI Liquid Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,1080.4286,2021-04-08
INF00XX01283,ITI MUTUAL FUND_MF,ITI Liquid Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,1080.7001,2021-04-08
INF00XX01358,ITI MUTUAL FUND_MF,ITI Liquid Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,1002.0831,2021-04-08
INF00XX01366,ITI MUTUAL FUND_MF,ITI Liquid Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,1080.8326,2021-04-08
INF917K01031,L&TMUTUALFUND_MF,L&T Conservative Hybrid Fund - Regular Plan,0,1,10000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T1,11.1817,2021-04-08
INF917K01056,L&TMUTUALFUND_MF,L&T Conservative Hybrid Fund - Regular Plan,0,1,10000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,regular,T1,40.4616,2021-04-08
INF917K01064,L&TMUTUALFUND_MF,L&T Conservative Hybrid Fund - Regular Plan,0,1,10000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T1,11.0636,2021-04-08
INF917K01GF1,L&TMUTUALFUND_MF,L&T Conservative Hybrid Fund - Direct Plan,1,1,10000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,direct,T1,42.7544,2021-04-08
INF917K01GH7,L&TMUTUALFUND_MF,L&T Conservative Hybrid Fund - Direct Plan,1,1,10000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T1,11.9901,2021-04-08
INF917K01GJ3,L&TMUTUALFUND_MF,L&T Conservative Hybrid Fund - Direct Plan,1,1,10000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T1,11.6544,2021-04-08
INF336L01776,HSBCMUTUALFUND_MF,HSBC Debt Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,34.4449,2021-04-08
